"消防緊急救護急救處置","總次數","呼吸道處置","口咽呼吸道","鼻咽呼吸道","抽吸","鼻管","面罩","非再呼吸型面罩","BVM","SGA","氣管內管","霧化吸入型面罩","哈姆立克法","其他","創傷處置","頸圈","清洗傷口","包紮止血","長背板固定","鏟式擔架固定","KED固定","骨折固定","夾板固定","抽吸式護木","其他","心肺復甦術","自動心肺復甦機","CPR","使用AED/不建議電擊","使用AED/電擊","藥物處置","靜脈輸液","口服葡萄糖","建議給藥","其他處置","保暖"
"110年/ 澎湖縣","8,963","821","5","-","8","163","301","153","110","75","-","-","-","6","2,754","168","1,121","1,026","319","-","7","113","-","-","-","286","67","109","89","21","68","2","63","-","5,034","1,114"
"110年/ 基隆市","28,656","2,456","148","2","-","254","1,274","292","321","156","-","-","2","7","8,431","229","3,847","3,763","299","-","12","281","-","-","-","931","232","347","237","115","240","6","228","-","16,598","1,292"
"110年/ 新竹市","42,864","2,908","13","39","42","401","916","782","411","272","-","1","5","26","15,183","638","7,103","6,049","731","-","24","638","-","-","-","1,193","281","426","430","56","402","218","175","-","23,178","1,290"
"110年/ 嘉義市","34,979","1,793","8","13","11","304","579","419","237","156","-","7","4","55","11,016","436","5,112","4,801","444","-","7","216","-","-","-","834","218","301","262","53","393","212","161","-","20,943","6,540"
"110年/ 金門縣","6,587","576","1","4","4","133","230","76","67","55","-","-","1","5","2,321","165","903","875","216","-","31","131","-","-","-","173","46","61","62","4","26","11","15","-","3,491","704"
"110年/ 連江縣","722","41","-","-","-","5","17","9","3","4","-","1","1","1","153","11","59","55","22","-","1","5","-","-","-","10","-","4","1","5","2","1","1","-","516","192"
"110年/ 基隆港","644","60","13","-","-","8","17","5","16","-","-","-","-","1","241","22","75","75","33","-","4","18","-","-","14","38","5","15","18","-","1","1","-","-","304","112"
"110年/ 臺中港","681","38","1","-","-","2","20","4","10","-","-","1","-","-","291","33","93","89","50","-","5","18","-","-","3","25","-","13","7","5","1","1","-","-","326","143"
"110年/ 高雄港","865","50","4","-","-","9","11","19","6","1","-","-","-","-","384","38","140","128","47","-","7","20","-","-","4","21","-","11","7","3","-","-","-","-","410","119"
"110年/ 花蓮港","95","8","2","-","-","-","1","1","2","-","-","-","-","2","42","7","12","11","8","-","3","-","-","-","1","6","-","3","-","3","-","-","-","-","39","16"
"110年 1月/ 區域別總計","239,934","17,204","181","197","148","2,019","6,150","3,527","2,866","1,752","-","83","19","262","74,083","3,982","30,783","28,345","3,599","-","170","3,024","-","-","4,180","5,996","1,511","2,245","1,743","497","3,577","2,340","942","-","139,074","39,596"
"110年 1月/ 新北市","39,233","2,479","28","62","10","216","741","602","578","166","-","38","4","34","11,071","559","5,123","4,645","330","-","18","396","-","-","-","659","182","239","182","56","1,116","843","102","-","23,908","4,544"
"110年 1月/ 臺北市","22,539","2,042","2","14","13","176","980","427","278","140","-","4","1","7","5,808","486","2,362","2,354","180","-","5","205","-","-","216","462","111","190","133","28","306","179","107","-","13,921","1,418"
"110年 1月/ 桃園市","21,772","2,169","44","27","34","223","945","282","288","194","-","3","-","129","5,368","340","2,148","2,113","308","-","23","287","-","-","149","747","233","261","213","40","457","333","99","-","13,031","4,376"
"110年 1月/ 臺中市","31,754","1,877","28","42","16","209","517","429","348","273","-","2","1","12","9,007","267","4,089","3,819","382","-","7","443","-","-","-","777","196","291","182","108","241","104","132","-","19,852","6,957"
"110年 1月/ 臺南市","18,010","1,438","6","7","7","221","440","408","185","118","-","28","1","17","6,937","423","2,981","2,792","320","-","14","264","-","-","143","401","97","154","130","20","414","317","89","-","8,820","2,532"
"110年 1月/ 高雄市","22,963","1,602","4","4","12","326","362","413","266","198","-","-","3","14","10,411","412","4,700","4,285","439","-","16","386","-","-","173","648","170","236","194","48","201","157","21","-","10,101","2,300"
"110年 1月/ 宜蘭縣","5,409","425","7","4","2","37","167","44","90","72","-","-","-","2","1,629","94","730","589","125","-","5","86","-","-","-","192","29","82","76","5","67","54","11","-","3,096","914"
"110年 1月/ 新竹縣","6,142","399","6","5","4","43","113","112","68","40","-","2","-","6","1,740","134","656","649","137","-","12","96","-","-","56","132","28","52","36","16","118","78","31","-","3,753","1,421"
"110年 1月/ 苗栗縣","6,010","438","1","-","-","41","200","79","65","50","-","-","-","2","1,466","101","604","545","141","-","8","67","-","-","-","140","25","58","44","13","27","3","22","-","3,939","1,821"
"110年 1月/ 彰化縣","15,573","887","3","6","9","102","397","106","149","109","-","-","2","4","4,411","195","1,833","1,808","237","-","11","152","-","-","175","411","105","151","107","48","160","68","90","-","9,704","3,987"
"110年 1月/ 南投縣","5,050","411","2","3","5","39","179","77","61","43","-","-","-","2","1,372","90","574","525","108","-","5","70","-","-","-","145","41","52","43","9","40","10","29","-","3,082","1,055"
"110年 1月/ 雲林縣","7,084","443","3","5","7","36","173","90","69","58","-","-","-","2","1,984","230","783","710","133","-","5","110","-","-","13","164","40","62","60","2","79","22","54","-","4,414","1,621"
"110年 1月/ 嘉義縣","9,005","389","7","1","4","51","139","66","64","55","-","-","1","1","4,404","62","513","472","74","-","6","61","-","-","3,216","189","44","71","53","21","55","11","41","-","3,968","1,756"
"110年 1月/ 屏東縣","9,896","818","6","1","4","120","314","101","144","106","-","1","1","20","3,064","216","1,230","1,176","265","-","15","162","-","-","-","338","57","135","103","43","50","11","34","-","5,626","1,834"
"110年 1月/ 臺東縣","2,775","240","2","9","8","50","86","35","34","12","-","-","3","1","937","66","366","358","93","-","2","52","-","-","-","103","27","36","35","5","55","41","13","-","1,440","245"
"110年 1月/ 花蓮縣","4,178","289","4","1","5","34","76","82","45","35","-","3","1","3","753","134","419","-","91","-","7","65","-","-","37","115","33","41","32","9","68","57","-","-","2,953","1,077"
"110年 1月/ 澎湖縣","818","86","1","-","1","8","35","17","15","9","-","-","-","-","195","12","74","70","32","-","1","6","-","-","-","34","9","12","8","5","3","-","3","-","500","180"
"110年 1月/ 基隆市","2,804","246","19","-","-","21","124","35","32","14","-","-","-","1","773","26","345","336","38","-","2","26","-","-","-","87","23","32","22","10","22","1","21","-","1,676","280"
"110年 1月/ 新竹市","4,366","283","2","5","4","35","77","86","42","30","-","-","1","1","1,415","64","662","549","85","-","3","52","-","-","-","133","32","48","47","6","48","26","21","-","2,487","308"
"110年 1月/ 嘉義市","3,631","176","3","-","1","15","64","23","38","27","-","2","-","3","1,072","52","494","456","48","-","2","20","-","-","-","99","24","36","34","5","48","25","20","-","2,236","798"
"110年 1月/ 金門縣","631","50","1","1","2","13","17","10","3","3","-","-","-","-","173","9","69","69","17","-","3","6","-","-","-","10","3","3","4","-","2","-","2","-","396","106"
"110年 1月/ 連江縣","78","5","-","-","-","1","2","2","-","-","-","-","-","-","8","-","2","1","3","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","65","19"
"110年 1月/ 基隆港","93","10","2","-","-","2","1","-","4","-","-","-","-","1","33","3","9","9","6","-","-","5","-","-","1","8","2","2","4","-","-","-","-","-","42","19"
"110年 1月/ 臺中港","68","1","-","-","-","-","1","-","-","-","-","-","-","-","34","5","10","9","5","-","-","4","-","-","1","-","-","-","-","-","-","-","-","-","33","16"
"110年 1月/ 高雄港","46","1","-","-","-","-","-","1","-","-","-","-","-","-","14","1","6","5","1","-","-","1","-","-","-","2","-","1","1","-","-","-","-","-","29","12"
"110年 1月/ 花蓮港","6","-","-","-","-","-","-","-","-","-","-","-","-","-","4","1","1","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","-"
"110年 2月/ 區域別總計","198,316","13,974","148","146","97","1,819","5,087","2,704","2,317","1,374","-","63","18","201","65,392","3,380","27,359","25,042","2,997","-","144","2,550","-","-","3,920","4,752","1,239","1,753","1,363","397","2,839","1,935","667","-","111,359","29,093"
"110年 2月/ 新北市","31,148","1,931","20","41","9","183","570","467","476","125","-","18","2","20","9,349","402","4,427","3,948","226","-","15","331","-","-","-","502","134","184","132","52","866","682","67","-","18,500","3,010"
"110年 2月/ 臺北市","17,498","1,601","5","4","-","159","761","319","237","114","-","1","-","1","4,754","346","1,999","1,971","128","-","1","149","-","-","160","398","108","152","116","22","246","145","75","-","10,499","740"
"110年 2月/ 桃園市","16,605","1,684","37","19","16","202","701","251","221","131","-","1","2","103","4,412","252","1,810","1,785","230","-","13","220","-","-","102","480","144","173","128","35","367","268","77","-","9,662","2,999"
"110年 2月/ 臺中市","25,786","1,538","27","43","11","178","509","310","247","203","-","3","-","7","7,661","236","3,512","3,260","298","-","4","351","-","-","-","589","151","215","142","81","170","72","93","-","15,828","5,298"
"110年 2月/ 臺南市","15,154","1,171","8","1","9","175","396","284","160","99","-","31","1","7","6,262","410","2,700","2,520","272","-","7","224","-","-","129","338","86","128","100","24","329","276","44","-","7,054","1,711"
"110年 2月/ 高雄市","19,463","1,338","3","7","5","282","326","318","211","164","-","-","7","15","9,470","405","4,252","3,891","444","-","15","328","-","-","135","532","143","192","160","37","158","116","21","-","7,965","1,355"
"110年 2月/ 宜蘭縣","4,767","361","6","3","5","41","145","54","61","40","-","1","-","5","1,569","84","715","589","96","-","4","81","-","-","-","108","14","46","44","4","51","36","14","-","2,678","691"
"110年 2月/ 新竹縣","4,564","281","3","3","5","27","76","76","52","31","-","3","-","5","1,347","108","509","500","101","-","15","73","-","-","41","117","33","41","34","9","87","62","21","-","2,732","970"
"110年 2月/ 苗栗縣","5,166","352","-","1","1","30","155","52","64","48","-","-","-","1","1,323","88","543","491","118","-","8","75","-","-","-","148","38","56","43","11","16","4","10","-","3,327","1,527"
"110年 2月/ 彰化縣","14,252","832","8","10","7","111","329","102","152","110","-","-","2","1","4,268","179","1,756","1,726","224","-","14","165","-","-","204","404","104","149","116","35","130","55","69","-","8,618","3,524"
"110年 2月/ 南投縣","4,450","312","1","2","1","32","145","42","45","39","-","-","-","5","1,341","76","568","525","101","-","10","61","-","-","-","100","28","36","29","7","35","15","19","-","2,662","829"
"110年 2月/ 雲林縣","6,076","381","1","6","8","29","148","58","71","53","-","-","1","6","1,787","214","700","653","126","-","2","83","-","-","9","171","50","61","54","6","70","32","37","-","3,667","1,275"
"110年 2月/ 嘉義縣","8,301","298","3","-","4","48","123","53","35","30","-","-","-","2","4,280","75","497","464","79","-","3","54","-","-","3,108","112","23","43","36","10","48","19","28","-","3,563","1,547"
"110年 2月/ 屏東縣","8,401","614","4","1","1","135","234","70","93","69","-","-","1","6","2,745","170","1,144","1,083","208","-","11","129","-","-","-","231","44","88","73","26","38","8","24","-","4,773","1,345"
"110年 2月/ 臺東縣","2,536","249","2","3","10","46","96","34","39","18","-","-","1","-","850","57","335","328","77","-","1","52","-","-","-","111","28","41","34","8","63","52","10","-","1,263","171"
"110年 2月/ 花蓮縣","3,957","314","8","1","2","38","71","77","61","48","-","3","1","4","803","128","469","-","92","-","10","72","-","-","32","162","50","56","43","13","56","46","-","-","2,622","931"
"110年 2月/ 澎湖縣","708","56","-","-","-","7","21","13","9","4","-","-","-","2","233","20","85","81","34","-","1","12","-","-","-","18","5","7","4","2","2","-","2","-","399","113"
"110年 2月/ 基隆市","2,363","211","10","-","-","26","120","21","21","10","-","-","-","3","645","15","303","299","15","-","-","13","-","-","-","50","13","18","14","5","23","-","21","-","1,434","170"
"110年 2月/ 新竹市","3,434","236","1","-","2","37","69","70","32","21","-","-","-","4","1,150","47","542","457","55","-","2","47","-","-","-","103","23","38","37","5","39","23","16","-","1,906","140"
"110年 2月/ 嘉義市","2,932","153","-","-","1","22","69","22","23","11","-","2","-","3","880","39","399","379","43","-","2","18","-","-","-","60","16","22","17","5","41","22","17","-","1,798","634"
"110年 2月/ 金門縣","503","44","-","1","-","9","12","9","6","6","-","-","-","1","167","18","61","63","17","-","1","7","-","-","-","15","3","6","6","-","3","2","1","-","274","67"
"110年 2月/ 連江縣","68","5","-","-","-","-","3","2","-","-","-","-","-","-","12","1","6","4","1","-","-","-","-","-","-","-","-","-","-","-","1","-","1","-","50","14"
"110年 2月/ 基隆港","43","7","1","-","-","1","4","-","1","-","-","-","-","-","15","1","5","5","2","-","1","1","-","-","-","3","1","1","1","-","-","-","-","-","18","8"
"110年 2月/ 臺中港","54","2","-","-","-","-","2","-","-","-","-","-","-","-","25","4","8","8","2","-","1","2","-","-","-","-","-","-","-","-","-","-","-","-","27","12"
"110年 2月/ 高雄港","79","3","-","-","-","1","2","-","-","-","-","-","-","-","40","5","13","11","7","-","2","2","-","-","-","-","-","-","-","-","-","-","-","-","36","10"
"110年 2月/ 花蓮港","8","-","-","-","-","-","-","-","-","-","-","-","-","-","4","-","1","1","1","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","4","2"
"110年 3月/ 區域別總計","207,138","14,101","128","150","110","2,012","5,179","2,777","2,177","1,272","-","67","18","211","69,438","3,512","29,076","26,878","3,127","-","162","2,865","-","-","3,818","4,445","1,126","1,664","1,269","386","3,066","2,091","753","-","116,088","28,746"
"110年 3月/ 新北市","34,071","2,059","24","41","7","231","627","499","451","123","-","26","2","28","10,420","457","4,890","4,424","239","-","25","385","-","-","-","500","133","184","134","49","970","752","89","-","20,122","3,158"
"110年 3月/ 臺北市","18,952","1,582","1","4","6","185","755","310","206","102","-","1","3","9","5,362","394","2,216","2,186","177","-","2","210","-","-","177","324","80","126","90","28","247","141","94","-","11,437","795"
"110年 3月/ 桃園市","18,672","1,765","31","23","21","225","786","236","220","120","-","2","1","100","5,036","288","2,030","2,012","276","-","18","262","-","-","150","512","156","181","151","24","418","298","96","-","10,941","3,215"
"110年 3月/ 臺中市","27,456","1,548","19","38","16","201","531","314","233","178","-","5","-","13","8,601","299","3,911","3,634","364","-","11","382","-","-","-","504","122","193","138","51","189","77","104","-","16,614","5,367"
"110年 3月/ 臺南市","15,967","1,209","7","5","13","183","370","309","169","108","-","31","2","12","6,700","371","2,900","2,764","293","-","8","243","-","-","121","377","90","145","114","28","379","325","49","-","7,302","1,644"
"110年 3月/ 高雄市","20,063","1,272","6","-","7","310","268","311","204","151","-","-","1","14","10,041","371","4,530","4,137","443","-","20","375","-","-","165","487","129","180","143","35","176","142","24","-","8,087","1,213"
